ASV	ERR5237551	ERR5237555	ERR5237560	ERR5237565	ERR5237572	ERR5237575	ERR5237577	ERR5237579	ERR5237582	ERR5237589	ERR5237591	ERR5237594	ERR5237604	ERR5237608	ERR5237612	ERR5237613	ERR5237616	ERR5237619	ERR5237623	ERR5237626	ERR5237629	ERR5237631	ERR5237632	ERR5237633	ERR5237638	ERR5237640	ERR5237641	ERR5237648	ERR5237650	ERR5237653	ERR5237654	ERR5237658	ERR5237659	ERR5237665	ERR5237666	ERR5237670	ERR5237683	ERR5237684	ERR5237685	ERR5237700	ERR5237702	ERR5237703	ERR5237706	ERR5237707	ERR5237709	ERR5237710	ERR5237713	ERR5237722	ERR5237723	ERR5237725	ERR5237726	ERR5237727	ERR5237731	ERR5237733	ERR5237739	ERR5237747	ERR5237755	ERR5237757	ERR5237758	ERR5237762	ERR5237767	ERR5237776	ERR5237777	ERR5237779	ERR5237784	ERR5237786	ERR5237787	ERR5237791	ERR5237792	ERR5237795	ERR5237797	ERR5237800	ERR5237801	ERR5237804	ERR5237808	ERR5237809	ERR5237813	ERR5237815	ERR5237825	ERR5237826	ERR5237827	ERR5237829	ERR5237830	ERR5237832	ERR5237833	ERR5237841	ERR5237847	ERR5237850	ERR5237855	ERR5237858	ERR5237859	ERR5237864	ERR5237867	ERR5237869	ERR5237871	ERR5237875	ERR5237876	ERR5237878	ERR5237881	ERR5237882	ERR5237884	ERR5237885	ERR5237886	ERR5237887	ERR5237890	ERR5237891	ERR5237893	ERR5237895	ERR5237897	ERR5237901	ERR5237908	ERR5237912	ERR5237916	ERR5237917	ERR5237918	ERR5237919	ERR5237920	ERR5237922	ERR5237924	ERR5237927	ERR5237930	ERR5237932	ERR5237933	ERR5237938	ERR5237939	ERR5237942	ERR5237944	ERR5237947	ERR5237950	ERR5237951	ERR5237952	ERR5237955	ERR5237958	ERR5237961	ERR5237963	ERR5237965	ERR5237966	ERR5237974	ERR5237976	ERR5237984	ERR5237550	ERR5237553	ERR5237986	ERR5237554	ERR5237988	ERR5237557	ERR5237558	ERR5237992	ERR5237561	ERR5237997	ERR5237562	ERR5237566	ERR5238007	ERR5237568	ERR5238009	ERR5237569	ERR5237570	ERR5238013	ERR5237571	ERR5237573	ERR5237574	ERR5237576	ERR5237578	ERR5237580	ERR5237581	ERR5237586	ERR5237587	ERR5237588	ERR5237590	ERR5237592	ERR5237593	ERR5237595	ERR5237597	ERR5237598	ERR5237600	ERR5237601	ERR5237602	ERR5237605	ERR5237610	ERR5237615	ERR5237617	ERR5237618	ERR5237620	ERR5237625	ERR5237627	ERR5237635	ERR5237636	ERR5237637	ERR5237639	ERR5237643	ERR5237644	ERR5237647	ERR5237649	ERR5237651	ERR5237652	ERR5237655	ERR5237656	ERR5237660	ERR5237661	ERR5237662	ERR5237669	ERR5237673	ERR5237675	ERR5237676	ERR5237680	ERR5237681	ERR5237682	ERR5237687	ERR5237688	ERR5237692	ERR5237693	ERR5237694	ERR5237695	ERR5237696	ERR5237697	ERR5237698	ERR5237699	ERR5237705	ERR5237714	ERR5237715	ERR5237719	ERR5237720	ERR5237721	ERR5237736	ERR5237740	ERR5237751	ERR5237754	ERR5237756	ERR5237759	ERR5237766	ERR5237770	ERR5237773	ERR5237774	ERR5237778	ERR5237780	ERR5237781	ERR5237782	ERR5237783	ERR5237785	ERR5237788	ERR5237790	ERR5237793	ERR5237796	ERR5237798	ERR5237799	ERR5237803	ERR5237805	ERR5237807	ERR5237810	ERR5237812	ERR5237816	ERR5237817	ERR5237822	ERR5237824	ERR5237828	ERR5237838	ERR5237840	ERR5237843	ERR5237845	ERR5237848	ERR5237851	ERR5237852	ERR5237854	ERR5237856	ERR5237860	ERR5237862	ERR5237866	ERR5237868	ERR5237870	ERR5237872	ERR5237874	ERR5237879	ERR5237883	ERR5237894	ERR5237899	ERR5237905	ERR5237906	ERR5237910	ERR5237921	ERR5237931	ERR5237934	ERR5237935	ERR5237936	ERR5237940	ERR5237941	ERR5237943	ERR5237953	ERR5237954	ERR5237956	ERR5237960	ERR5237964	ERR5237969	ERR5237972	ERR5237973	ERR5237975	ERR5237982	ERR5237987	ERR5237989	ERR5237990	ERR5237996	ERR5238000	ERR5238001	ERR5238006	ERR5238010	ERR5238012	ERR5238015	ERR5237552	ERR5237556	ERR5237559	ERR5237563	ERR5237564	ERR5237567	ERR5237583	ERR5237584	ERR5237585	ERR5237596	ERR5237599	ERR5237603	ERR5237606	ERR5237607	ERR5237609	ERR5237611	ERR5237614	ERR5237621	ERR5237622	ERR5237624	ERR5237628	ERR5237630	ERR5237634	ERR5237642	ERR5237645	ERR5237646	ERR5237657	ERR5237663	ERR5237664	ERR5237667	ERR5237668	ERR5237671	ERR5237672	ERR5237674	ERR5237677	ERR5237678	ERR5237679	ERR5237686	ERR5237689	ERR5237690	ERR5237691	ERR5237701	ERR5237704	ERR5237708	ERR5237711	ERR5237712	ERR5237716	ERR5237717	ERR5237718	ERR5237724	ERR5237728	ERR5237729	ERR5237730	ERR5237732	ERR5237734	ERR5237735	ERR5237737	ERR5237738	ERR5237741	ERR5237742	ERR5237743	ERR5237744	ERR5237745	ERR5237746	ERR5237748	ERR5237749	ERR5237750	ERR5237752	ERR5237753	ERR5237760	ERR5237761	ERR5237763	ERR5237764	ERR5237765	ERR5237768	ERR5237769	ERR5237771	ERR5237772	ERR5237775	ERR5237789	ERR5237794	ERR5237802	ERR5237806	ERR5237811	ERR5237814	ERR5237818	ERR5237819	ERR5237820	ERR5237821	ERR5237823	ERR5237831	ERR5237834	ERR5237835	ERR5237836	ERR5237837	ERR5237839	ERR5237842	ERR5237844	ERR5237846	ERR5237849	ERR5237853	ERR5237857	ERR5237861	ERR5237863	ERR5237865	ERR5237873	ERR5237877	ERR5237880	ERR5237888	ERR5237889	ERR5237892	ERR5237896	ERR5237898	ERR5237900	ERR5237902	ERR5237903	ERR5237904	ERR5237907	ERR5237909	ERR5237911	ERR5237913	ERR5237914	ERR5237915	ERR5237923	ERR5237925	ERR5237926	ERR5237928	ERR5237929	ERR5237937	ERR5237945	ERR5237946	ERR5237948	ERR5237949	ERR5237957	ERR5237959	ERR5237962	ERR5237967	ERR5237968	ERR5237970	ERR5237971	ERR5237977	ERR5237978	ERR5237979	ERR5237980	ERR5237981	ERR5237983	ERR5237985	ERR5237991	ERR5237993	ERR5237994	ERR5237995	ERR5237998	ERR5237999	ERR5238002	ERR5238003	ERR5238004	ERR5238005	ERR5238008	ERR5238011	ERR5238014
ASV0011	329	8913	97	238	1213	60	441	820	113	3413	488	6	479	59	64	2477	1467	700	1033	541	1108	5	699	1993	11	104	78	1977	123	1054	190	856	189	98	718	16	3681	456	1030	257	264	3159	515	7	10	2089	36	88	503	54	1956	1305	6	450	281	1104	78	137	2179	667	412	67	278	728	228	835	316	3221	61	517	66	6	4611	77	111	9	396	147	20	0	172	15	61	882	366	1	408	3109	565	882	1250	5675	937	106	325	1182	1569	908	1561	278	2377	533	256	578	777	708	5327	546	188	676	528	231	17	1463	796	1908	80	1806	2978	165	1971	364	42	152	432	206	174	540	68	912	72	3709	42	289	908	57	473	97	2006	3395	2466	34	0	766	815	31	2697	455	1058	8104	560	21	32	284	957	649	133	1126	5	76	248	32	728	135	308	912	131	111	98	643	107	1750	2001	92	971	2221	2176	3871	4	14	2175	10	59	133	73	1067	2	14	7861	144	37	42	991	21	3100	898	690	107	811	528	8	507	225	43	336	7	85	561	41	365	149	275	4556	409	3269	940	2612	21	113	21	831	32	893	207	1	3	38	63	7	80	994	150	402	560	886	8	14	2204	381	48	850	99	61	7	824	6	26	389	52	162	216	1541	116	656	198	532	1941	4068	392	1251	173	281	166	853	3188	3382	1847	1793	1528	227	201	826	2357	2627	989	460	2258	26	96	808	495	7504	3387	130	990	467	497	1375	612	44	3246	0	316	968	173	209	112	191	180	1552	280	646	609	215	1474	691	11	84	273	43	2766	857	22	453	760	6298	101	3318	158	642	3236	1986	573	0	376	251	369	313	173	596	407	337	100	65	688	99	1544	253	160	76	17	416	75	476	1594	1699	2010	423	0	40	189	1426	30	877	91	92	66	1195	26	78	371	38	472	121	63	1991	298	827	3	1370	39	85	27	4918	92	63	719	20	28	17	143	231	18	16	3	789	313	29	964	37	2252	124	0	731	112	388	31	161	713	1572	5692	1702	1227	1346	643	133	338	76	360	1427	867	992	561	1717	463	1027	5440	668	149	2226	677	726	323	484	779	3159	446	649	162	1768	106	120	329	848	172	1123	686	3	274	179	13	1365	538	1563	4971	2769	38	120	4	1169	520	70	1381	233	731	80	687	2324	605	541	345	1463	949	28	438	450
ASV0012	0	0	2	0	0	0	13	0	0	0	0	0	15	0	0	127	0	3	6	12	0	0	0	0	0	10	9	0	1	0	6	0	0	0	0	0	0	755	3	0	0	0	3	0	0	4	0	8	5	0	0	9	0	0	0	3	0	23	0	0	0	5	0	0	2213	0	0	0	376	0	0	0	0	0	0	0	22509	0	0	0	2	1659	6550	0	0	0	947	0	2163	14	4013	0	0	1116	58728	4695	587	766	295	1507	6481	8199	0	1385	12519	0	0	1159	0	57	1180	89	223	0	0	0	562	0	0	11	43	0	0	0	0	0	0	0	0	0	0	0	0	0	1270	0	0	17	0	0	0	0	0	0	2	0	53	7	0	4	0	5	0	34	0	14	0	0	0	0	0	2	0	6	0	157	0	0	0	0	2	0	0	0	240	2	0	0	4	0	10	13	0	2	0	0	0	0	0	6	1046	0	0	0	137	0	8	0	14	28	0	0	0	0	57	0	0	0	0	0	0	58	0	6	0	0	0	0	0	0	49	1324	0	11	0	0	0	2621	0	0	0	0	6373	0	0	0	0	6392	0	11927	0	0	156	0	0	0	3	0	0	5	0	0	7	0	5	8410	0	0	0	1102	0	0	3563	0	18	3452	0	765	19620	0	0	0	5443	0	0	0	3758	0	0	0	0	0	9	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	127	0	0	6	0	0	12	0	0	0	0	0	0	0	0	0	6	62	0	0	27	0	0	0	0	0	0	0	5	0	16	24	0	0	0	596	0	21212	0	4552	0	0	0	0	0	0	0	87	0	0	0	4	0	7	6	0	0	0	0	0	9	0	13492	0	0	0	0	0	0	0	0	11078	0	0	0	0	0	0	68	0	0	1	2	14	2384	0	0	0	3227	0	20	0	0	0	0	0	30	0	0	0	3913	0	0	0	0	2803	0	0	12	1173	1630	0	43	12	0	0	8	2739	16475	0	0	0	7913	13087	0	3034	0	0	650	0	0	0	0	0	24	0	0	0	0	0	7	0	0	467	6	3	60	0	0	0	50	0	46	0	17	36	3	24	68	0	10	0	0	0	16	0	0	0
ASV0013	4730	157	42	537	1877	312	252	78	344	542	1089	3	449	268	406	2530	2812	928	28	49	4811	7	12	911	0	11	683	2335	0	2840	128	1661	391	2	931	104	618	25	889	215	389	1193	985	60	5	2493	17	262	14330	329	43	46	12	15	30	144	5	2353	0	0	0	495	9	6	12	146	2	5	3	60	0	8	115	7	3	0	182	0	91	0	0	62	303	3	26	62	5	151	0	351	33	11	112	2	4	61	7	22	51	31	293	4	33	4	80	36	10	103	120	0	13	7	118	24	15	46	3	136	24	629	852	2268	372	6692	1260	2785	1045	1706	20172	567	611	2379	11	1749	121	154	85	305	984	1262	645	31	319	1589	42	5	1079	9	540	166	870	2099	583	3157	2908	1716	876	194	0	4903	284	212	739	216	0	4287	3684	84	757	463	25	346	135	868	149	2	350	130	0	0	35	807	0	173	41	1157	116	199	0	1300	0	163	189	7	2700	631	782	764	476	3630	820	116	44	139	1434	2518	0	789	168	939	704	74	272	312	2779	202	101	62	0	84	965	8	283	2597	0	0	28	9	0	12	6	0	8	172	57	2	0	20	0	8	0	0	24	10	45	15	11690	12	0	60	0	1597	5	189	209	7	33	11	5	108	22	57	0	29	4	413	0	0	3	32	0	37	97	20	39	5	31	0	0	412	78	926	76	3217	6757	405	574	1959	4612	0	1541	0	36	3249	149	121	642	1861	5910	582	255	1302	1414	136	420	0	22	69	111	31	292	1328	95	31	16	234	321	3307	187	763	766	178	603	9	49	5395	1725	27	553	1471	7539	271	84	26	2298	14	105	6	578	124	117	99	22	339	224	687	279	686	27	1079	0	303	2	235	22	44	860	1025	3902	1217	3	289	4890	1640	0	80	32	29	8	39	0	20	10	0	10	19	188	15	23	3	8	0	0	8	66	0	4	139	384	0	537	0	0	26	4	26	526	24	189	33	59	0	8	0	36	80	0	0	9	68	13	0	0	0	25	375	90	4	11	5	30	9	6	37	2	0	0	71	21	1	51	4979	81	462	717	420	28	521	0	24	0	128	121	65	41	140	87	140	49	1150	1064	0	1369	1941	181	73	1987	536	115	17	25	29	140	153	642	1722
ASV0014	512	416	0	175	34	234	19358	12	222	678	1869	0	0	323	83	3133	524	3882	1032	2589	54	0	0	747	109	0	1506	0	23	349	220	46	504	27	46	171	981	95	1987	1282	729	85	130	211	0	645	743	246	192	94	2	7	42	3	7	16	18	41	0	0	0	3893	4	19	44	11	8	3	6	0	0	11	66	6	0	0	0	34	9	0	0	91	62	2	43	2	15	35	0	16	7	0	64	0	4	2	13	80	12	7	48	275	25	54	0	37	0	115	0	9	8	6	0	6	0	10	0	0	3	0	944	0	52	52	3596	503	13	512	2303	1869	303	3463	0	13	303	14454	874	40	33	11	454	61	0	11	0	0	2438	4004	111	136	503	6391	10	112	415	45	59	0	0	43	0	197	173	5090	32	1832	1284	458	7082	2114	10	1216	334	23	0	0	320	167	0	11	40	128	0	1789	315	95	4	354	0	3049	0	67	7648	0	5654	35	338	1368	6802	335	148	22	970	154	484	485	0	442	50	46	186	9	21	1018	646	21	119	100	0	0	6406	14	809	4039	4	11	56	5	0	10	29	0	13	548	171	10	0	147	8	0	0	0	29	0	33	0	1856	38	165	3358	17	0	28	0	6	15	4	150	4	233	52	10	0	101	4	0	0	0	85	7	13	0	0	17	14	0	135	113	0	35	5903	543	14	459	5159	6431	1917	20	4884	0	475	0	0	114	24	19	15	10	7560	215	223	0	15	29	179	0	0	0	19	1723	1328	13390	0	862	51	9	92	905	1423	67	22	206	275	0	5357	151	272	20	222	3123	2046	4	1342	0	381	4	73	160	174	5777	98	722	9	1899	3562	1190	828	109	0	118	0	24	258	166	4	11	310	9	0	684	0	617	4588	47	0	0	172	51	0	65	17	4	20	0	8	12	14329	12	9	18	130	0	5	0	27	0	0	0	294	0	167	0	0	0	3	5	60	3	0	8	79	0	233	6	60	13	0	0	11	15	36	1228	5	23	6	108	0	0	61	113	16	3	0	2	0	4	2	0	19	0	841	58	12	1209	69	26	3	48	15	38	3	24	9	172	402	63	1118	209	2181	448	625	396	73	57	65	0	1490	1469	0	41	0	39	37	52	7	0
ASV0015	50	0	0	0	48	0	19	0	0	0	0	5	0	0	0	0	0	0	0	98	0	1480	0	0	0	22	0	0	0	0	0	0	0	0	12	0	0	186	0	10	1	0	0	0	0	0	0	0	0	251	17	0	0	0	0	11	16863	28	0	0	16	474	0	0	0	0	0	0	0	0	0	31	163	0	0	0	4011	0	2175	0	0	0	0	1086	4801	0	0	0	0	0	0	0	0	22222	0	3475	226	8	0	0	1	0	17	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	47	0	253	0	0	2	11	0	703	0	0	2	0	0	3	5	0	0	0	9	0	180	92	0	0	0	43	0	4	0	7	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	23	1	0	0	0	0	0	0	5	0	0	0	0	14	0	0	6	11	429	119	0	0	0	0	0	0	0	286	0	0	0	0	0	7	0	0	0	0	0	0	0	0	13	0	0	0	0	6004	789	0	0	0	2	5	12	48236	0	0	0	0	0	0	0	20	80	0	26	0	3	0	3759	0	3	0	0	0	0	0	4787	0	43	0	9	0	647	0	0	0	0	0	8	2	0	0	1	0	0	0	1420	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	309	59	19	0	11	0	0	0	0	0	0	0	0	0	1239	0	0	4	11	0	0	0	0	0	7983	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4401	0	0	5	49449	0	0	0	0	0	971	2	1	198	0	0	13765	0	0	0	0	1219	896	0	2	646	0	0	419	4	0	0	0	0	0	0	0	212	0	11	0	18334	14493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11549	4697	0	5	0	0	0	0	18399	0	0	0	0	0	0	0	0	0	1677	0	12	0	21	0	0	0	29	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0016	450	336	81	1951	1115	74	312	431	207	142	350	35	330	132	75	456	12	452	2326	88	179	340	218	280	64	97	355	85	1730	522	103	271	2914	7	3143	117	628	329	668	30	338	395	872	171	41	2360	14	478	128	455	549	16	0	16	320	462	445	1903	118	20	52	1166	12	41	118	34	10	137	11	16	15	24	2840	14	81	11	10	373	359	66	10	407	67	53	182	17	21	4829	10829	81	147	497	5479	60	84	2	4	32	21	318	48	4	127	12	105	2	140	118	8	5752	168	22	401	73	109	14	25	12	194	160	298	37	0	72	174	375	0	2685	539	537	410	1596	888	44	170	538	0	185	68	3611	350	21	43	7	81	89	443	175	174	540	278	189	1537	6615	92	653	336	462	0	1241	0	243	257	86	291	600	895	649	423	730	47	99	500	40	856	695	161	88	94	44	910	0	250	372	97	720	20	3163	54	244	27	26	226	207	966	92	546	140	1609	3768	120	100	587	95	0	169	96	494	77	33	16	1623	135	1287	282	417	100	18	154	59	814	8	79	955	0	28	59	77	0	42	236	12257	23	210	234	102	99	29	38	6	74	0	29	24	255	2176	110	885	783	20	0	88	46	31	195	43	117	4	132	312	36	122	28	242	77	3193	1458	108	475	47	0	274	84	293	140	30	105	0	29	60	1773	414	580	439	667	674	179	1506	75	106	39	0	0	6	39	19	107	187	271	191	62	158	67	76	136	182	1060	439	205	671	114	1108	26	361	429	2259	24	476	4	355	140	6208	1494	0	2048	1071	387	39	594	680	243	1929	1373	38	1537	169	22	11	139	20	33	409	18	1323	0	6038	529	208	772	300	124	59	7508	332	13	282	472	60	188	499	3	81	216	131	2	43	185	1133	18	198	23	75	290	0	92	33	227	0	21	484	0	117	43	1	271	66	47	224	447	38	322	0	10	276	45	89	138	6	478	39	508	13	36	32	5	124	677	83	1244	2920	1952	898	44	182	134	205	890	0	153	563	38	23	38	455	5047	51	136	17	2359	166	332	395	90	852	707	792	0	0	0	492	0	840	26	53	110	414	37	664	0	38	807	18	1517	292	202	11	105	204	19	19	67	0	207	46	34	130
ASV0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	81	0	40	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	4219	0	0	0	695	0	0	0	0	0	6446	0	0	0	0	0	0	0	0	2882	423	0	0	0	0	0	950	0	7933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12887	1385	0	2956	0	0	0	0	0	0	16572	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	14	0	0	220	45	0	12	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	13	0	0	8	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10237	0	4044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11678	0	0	0	0	0	0	0	0	0	22303	0	45	15255	0	0	0	17476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	16	0	0	0	0	177	0	0	0	0	0	0	0	0	16	0	0	0	0	9	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	89	18	0	0	0	0	0	0	0	0	8	0	0	0	0	0	9	0	0	1858	0	0	0	0	0	0	0	9234	0	0	0	0	0	0	0	0	0	457	0	0	0	0	0	0	0	0	0	0	0	28546	0	25525	0	0	0	599	0	0	0	0	0	0	0	5359	0	0	0	0	0	0	0	0	2939	0	0	0	4668	0	0	0	0	0	0	1243	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	4	9	0	0	0	0	0	0	2753	0	0	0	0	0	0
ASV0018	1570	0	17	30	1488	371	1919	359	106	313	749	0	237	1439	5	1924	485	884	1160	4592	1005	1	540	323	0	37	235	5	3	585	99	427	88	11	906	92	604	42	1110	238	3325	681	33	20	0	615	125	34	1048	196	301	12	3	0	46	12	14	2257	7	0	7	28	5	28	3	1	46	100	0	43	3	0	28	0	0	5	0	0	18	0	3	22	0	26	28	9	35	0	0	0	81	0	0	15	12	0	25	66	3	4	10	15	1433	20	14	30	0	72	97	16	4	6	0	127	6	19	6	22	69	237	410	1973	1419	607	3653	1181	0	651	759	427	166	3333	14	202	14	1861	1529	47	98	204	199	24	254	30	38	0	446	299	311	304	240	474	152	190	2948	679	371	8	3	3989	15	141	69	2850	1	4645	538	40	11	2410	4	99	28	77	25	36	238	144	2	58	15	37	0	157	23	432	3	98	13	464	0	30	4	0	323	188	295	143	1157	1830	522	76	72	49	305	461	0	71	24	17	1529	78	210	701	3118	156	163	117	9	151	811	9	53	0	0	5	3	8	0	4	0	7	11	317	591	0	1	7	8	6	13	0	15	0	0	33	1259	58	4	8412	0	575	2	0	257	1	12	89	164	288	40	10	0	4	0	489	2	0	113	73	8	9	12	3	56	5	0	7	0	212	674	1201	35	897	333	975	1041	7009	1100	0	1970	2	0	226	38	23	376	1441	2768	2451	51	0	809	7	183	169	500	20	33	402	320	992	198	55	103	293	778	2264	160	1155	640	546	45	8	232	824	0	3	6	0	3828	503	374	28	2435	0	20	67	47	1656	249	101	81	4888	325	1062	214	690	0	395	6	0	0	200	0	13	26	190	175	278	43	130	1813	133	0	8	0	1	0	0	7	22	8	14	0	27	1340	104	20	133	152	0	8	0	2	0	0	0	130	42	270	0	0	26	28	16	16	39	51	26	171	30	17	0	1	2	0	21	0	39	20	251	3	37	7	139	70	0	103	8	3	3	72	92	5	10	3	126	33	36	409	7639	50	108	2483	153	11	14	142	17	0	0	12	430	58	25	465	7212	1451	83	961	0	261	2588	404	32	1192	84	609	39	55	10	26	12	0	154
ASV0019	376	706	197	131	87	342	18423	0	162	339	975	0	0	111	8	935	388	450	302	1246	43	2	14	651	47	0	1007	26	24	110	308	0	26	0	0	78	111	130	1789	315	124	0	88	163	0	501	177	330	162	0	0	27	12	4	24	6	16	16	0	0	2	2570	12	56	0	0	14	0	3	0	0	0	6	0	0	0	65	6	10	1	0	46	61	0	4	0	21	29	39	19	33	5	0	1	3	0	0	5	0	0	121	0	19	37	24	296	3	18	0	0	14	5	11	1	0	0	8	0	0	0	925	81	0	256	2300	1593	53	89	1844	299	25	2338	0	0	365	3990	736	6	17	19	228	33	0	0	0	0	953	2241	27	4	398	4836	23	0	25	20	4	4	0	36	17	93	188	2378	130	502	318	15	5983	511	0	989	809	0	6	7	120	73	0	0	4	24	0	2086	176	47	0	10	1	1245	0	83	5138	0	1466	24	255	1040	2847	0	20	4	198	96	46	166	178	181	7	0	10	9	35	130	726	4	37	338	0	0	5290	0	729	2874	0	0	36	2	0	4	0	0	0	204	83	0	0	28	3	0	0	0	12	0	0	4	2262	21	21	1280	0	0	0	0	0	21	1	0	0	4	17	4	0	0	0	0	0	0	0	0	5	16	0	29	8	1	108	84	0	0	2242	334	10	288	2738	4632	213	0	23	1	12	0	0	147	0	0	6	7	2879	129	689	0	0	23	194	0	0	4	0	685	102	6094	9	304	49	19	20	216	768	0	44	35	92	0	684	27	700	0	21	2931	2222	0	487	0	0	2	9	210	262	2691	2	501	9	772	1392	713	620	10	3	0	0	0	28	14	0	0	323	0	0	472	4	342	1429	0	0	0	49	0	0	13	2	1	0	0	6	4	15565	0	12	0	53	0	0	18	7	0	17	0	224	0	157	0	0	0	3	0	11	5	0	0	34	0	73	18	30	6	0	0	2	29	2	311	0	0	4	84	3	0	11	53	0	2	0	7	0	7	0	0	0	0	184	0	10	894	822	0	0	19	0	5	4	0	0	75	183	33	153	10	1093	0	224	333	0	116	73	0	854	1094	1	8	3	58	12	34	5	2
ASV0020	750	234	1622	2114	1381	241	217	327	266	1825	561	19	435	13	126	1106	138	958	1553	46	171	43	21	261	93	92	320	549	377	481	1804	2396	850	65	779	15	1837	33	1289	184	58	235	747	129	117	252	34	171	266	87	160	7	2	34	25	61	40	186	24	115	31	42	131	121	1116	14	50	525	5	41	0	55	37	31	15	14	67	51	108	187	59	106	611	64	66	27	22	454	239	93	95	64	309	38	10	62	70	103	56	38	268	198	90	56	129	112	74	29	5	7	15	1	83	16	25	25	13	38	50	65	99	42	15	648	616	587	1080	1279	286	1063	929	178	1358	1284	252	631	762	250	640	448	238	37	1180	260	19	61	1252	27	98	326	671	93	499	248	208	71	173	19	5	153	1378	79	36	261	265	2483	674	26	109	874	7	1036	677	6	481	112	157	30	28	80	246	236	10	20	123	495	12	39	89	216	9	30	264	255	654	4	73	121	530	733	359	278	616	565	1780	621	78	305	475	6	407	411	134	357	3404	863	48	66	34	21	4	51	647	245	8	12	10	13	0	31	283	125	29	55	446	4	113	208	49	1	647	0	17	46	247	92	192	421	49	163	138	635	218	111	35	18	14	217	0	338	48	16	27	338	10746	670	1617	550	32	24	7	86	100	94	11	9	94	17	2	56	84	37	105	350	1163	1074	209	164	642	105	448	20	155	149	139	408	858	16	189	1144	32	45	16	7	114	78	186	278	52	282	597	1904	518	126	1036	94	52	1221	231	35	267	650	758	0	143	109	277	769	417	375	456	312	98	0	865	12	898	34	91	272	807	456	56	218	2088	506	1465	19	197	395	25	156	36	62	0	2115	92	150	51	112	140	173	1142	16	96	100	377	111	4	331	64	12	24	108	32	49	20	130	35	17	195	75	44	85	281	73	43	232	669	168	124	812	2	98	7	38	94	11	82	87	123	8	175	34	106	17	16	10	34	34	44	1315	187	206	20	61	85	11	75	23	17	5	34	55	46	48	9	4	173	3	114	106	106	167	772	154	80	29	356	85	310	2635	64	175	294	215	396	198	291	469	275	186	780	151	199	11	52	77	16	80	171	11	9	5	29	59
